volcano_na,latitude,longitude,duration,BTime,ETime
Manam,-4.08,145.037,,1962/04/16 00:00:00,
Lokon-Empung,1.358,124.792,"214",1962/04/16 00:00:00,1962/11/16 00:00:00
Negro,12.506,-86.702,"26",1962/03/21 00:00:00,1962/04/16 00:00:00
Langila,-5.525,148.42,"513",1962/03/16 00:00:00,1963/08/11 00:00:00
Niigata-Yakeyama,36.921,138.036,"0",1962/03/14 00:00:00,1962/03/14 00:00:00
Protector Seamounts,-55.912,-28.167,,1962/03/05 00:00:00,
Bagana,-6.137,155.196,"502",1962/02/15 00:00:00,1963/07/02 00:00:00
Karangetang,2.781,125.407,"686",1962/01/29 00:00:00,1963/12/16 00:00:00
Kiska,52.103,177.602,,1962/01/24 00:00:00,
Izu-Oshima,34.724,139.394,"1216",1962/01/16 00:00:00,1965/05/16 00:00:00
Kavachi,-8.991,157.979,"31",1962/01/16 00:00:00,1962/02/16 00:00:00
Telica,12.606,-86.84,"0",1962/01/16 00:00:00,1962/01/16 00:00:00
Planchon-Peteroa,-35.223,-70.568,,1962/01/16 00:00:00,
Concepcion,11.538,-85.622,"18",1961/11/28 00:00:00,1961/12/16 00:00:00
Askja,65.033,-16.783,"40",1961/10/26 00:00:00,1961/12/05 00:00:00
Negro,12.506,-86.702,,1961/10/25 00:00:00,
Bezymianny,55.972,160.595,"58",1961/10/18 00:00:00,1961/12/15 00:00:00
Tristan da Cunha,-37.092,-12.28,"156",1961/10/10 00:00:00,1962/03/15 00:00:00
Karangetang,2.781,125.407,"10",1961/10/09 00:00:00,1961/10/19 00:00:00
Kilauea,19.421,-155.287,"2",1961/09/22 00:00:00,1961/09/24 00:00:00
Asamayama,36.406,138.523,"90",1961/08/18 00:00:00,1961/11/16 00:00:00
Tokachidake,43.418,142.686,"0",1961/08/14 00:00:00,1961/08/14 00:00:00
Bagana,-6.137,155.196,,1961/07/26 00:00:00,
Manam,-4.08,145.037,"62",1961/07/16 00:00:00,1961/09/16 00:00:00
Tangkuban Parahu,-6.77,107.6,"16",1961/07/16 00:00:00,1961/08/01 00:00:00
Kilauea,19.421,-155.287,"7",1961/07/10 00:00:00,1961/07/17 00:00:00
Colima,19.514,-103.62,"517",1961/07/02 00:00:00,1962/12/01 00:00:00
Izu-Oshima,34.724,139.394,,1961/07/02 00:00:00,
Long Island,-5.358,147.12,,1961/07/02 00:00:00,
Villarrica,-39.42,-71.93,,1961/07/02 00:00:00,
Copahue,-37.856,-71.183,,1961/07/02 00:00:00,
Trident,58.236,-155.1,,1961/06/30 00:00:00,
Bezymianny,55.972,160.595,"16",1961/05/21 00:00:00,1961/06/06 00:00:00
Lokon-Empung,1.358,124.792,"211",1961/05/19 00:00:00,1961/12/16 00:00:00
Tupungatito,-33.425,-69.797,"103",1961/05/05 00:00:00,1961/08/16 00:00:00
Chikurachki,50.324,155.461,"100",1961/05/02 00:00:00,1961/08/10 00:00:00
Merapi,-7.54,110.446,"231",1961/04/11 00:00:00,1961/11/28 00:00:00
Fournaise,-21.244,55.708,"20",1961/04/05 00:00:00,1961/04/25 00:00:00
Kavachi,-8.991,157.979,,1961/03/28 00:00:00,
Bezymianny,55.972,160.595,"1",1961/03/25 00:00:00,1961/03/26 00:00:00
Tolbachik,55.832,160.326,"329",1961/03/24 00:00:00,1962/02/16 00:00:00
Fernandina,-0.37,-91.55,"179",1961/03/21 00:00:00,1961/09/16 00:00:00
Pacaya,14.382,-90.601,"35",1961/03/11 00:00:00,1961/04/15 00:00:00
Kilauea,19.421,-155.287,"22",1961/03/03 00:00:00,1961/03/25 00:00:00
Karangetang,2.781,125.407,"47",1961/02/28 00:00:00,1961/04/16 00:00:00
Kilauea,19.421,-155.287,"0",1961/02/24 00:00:00,1961/02/24 00:00:00
Calbuco,-41.33,-72.618,"53",1961/02/01 00:00:00,1961/03/26 00:00:00
Gorely,52.559,158.03,,1961/01/16 00:00:00,
Langila,-5.525,148.42,"280",1960/12/19 00:00:00,1961/09/25 00:00:00
Slamet,-7.242,109.208,"31",1960/12/16 00:00:00,1961/01/16 00:00:00
Mutnovsky,52.449,158.196,"31",1960/12/16 00:00:00,1961/01/16 00:00:00
Klyuchevskoy,56.056,160.642,"826",1960/12/16 00:00:00,1963/03/22 00:00:00
San Pedro-San Pablo,-21.888,-68.391,,1960/12/02 00:00:00,
Guallatiri,-18.42,-69.092,,1960/12/02 00:00:00,
Chirpoi,46.532,150.871,,1960/10/20 00:00:00,
Okmok,53.43,-168.13,"182",1960/10/15 00:00:00,1961/04/15 00:00:00
Nasudake,37.125,139.963,,1960/10/10 00:00:00,
Negro,12.506,-86.702,"89",1960/09/28 00:00:00,1960/12/26 00:00:00
Ketoi,47.35,152.475,,1960/09/27 00:00:00,
Akan,43.384,144.013,"0",1960/09/16 00:00:00,1960/09/16 00:00:00
Asosan,32.884,131.104,"791",1960/09/16 00:00:00,1962/11/16 00:00:00
Sarychev Peak,48.092,153.2,"0",1960/08/30 00:00:00,1960/08/30 00:00:00
Ulawun,-5.05,151.33,"840",1960/07/29 00:00:00,1962/11/16 00:00:00
Myojinsho,31.888,139.918,,1960/07/21 00:00:00,
Epi,-16.68,168.37,,1960/07/16 00:00:00,
Kerinci,-1.697,101.264,,1960/07/16 00:00:00,
Tupungatito,-33.425,-69.797,,1960/07/15 00:00:00,
Planchon-Peteroa,-35.223,-70.568,,1960/07/10 00:00:00,
Lopevi,-16.507,168.346,"68",1960/07/10 00:00:00,1960/09/16 00:00:00
Suwanosejima,29.638,129.714,,1960/07/02 00:00:00,
Pavlof,55.417,-161.894,"1079",1960/07/02 00:00:00,1963/06/16 00:00:00
San Jose,-33.789,-69.895,,1960/07/02 00:00:00,
Isluga,-19.15,-68.83,,1960/07/02 00:00:00,
Copahue,-37.856,-71.183,,1960/07/02 00:00:00,
Llaima,-38.692,-71.729,,1960/07/02 00:00:00,
Villarrica,-39.42,-71.93,,1960/07/02 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"62",1960/07/01 00:00:00,1960/09/01 00:00:00
Reventador,-0.077,-77.656,,1960/06/16 00:00:00,
Puyehue-Cordon Caulle,-40.59,-72.117,"67",1960/05/24 00:00:00,1960/07/30 00:00:00
Bam,-3.613,144.818,"69",1960/04/28 00:00:00,1960/07/06 00:00:00
Karymsky,54.049,159.443,"1705",1960/04/16 00:00:00,1964/12/16 00:00:00
Bezymianny,55.972,160.595,"1",1960/04/13 00:00:00,1960/04/14 00:00:00
Lengai,-2.764,35.914,"2448",1960/03/16 00:00:00,1966/11/28 00:00:00
Sirung,-8.508,124.13,,1960/03/13 00:00:00,
Erta Ale,13.6,40.67,,1960/01/16 00:00:00,
Asosan,32.884,131.104,"84",1960/01/16 00:00:00,1960/04/09 00:00:00
Kilauea,19.421,-155.287,"37",1960/01/13 00:00:00,1960/02/19 00:00:00
Fournaise,-21.244,55.708,"59",1960/01/11 00:00:00,1960/03/10 00:00:00
Lautaro,-49.019,-73.504,"23",1959/12/28 00:00:00,1960/01/20 00:00:00
Manam,-4.08,145.037,"366",1959/12/16 00:00:00,1960/12/16 00:00:00
Krakatau,-6.102,105.423,"1294",1959/12/16 00:00:00,1963/07/02 00:00:00
Whakaari/White Island,-37.52,177.18,"6",1959/12/14 00:00:00,1959/12/20 00:00:00
Lascar,-23.37,-67.73,"2998",1959/11/16 00:00:00,1968/01/31 00:00:00
Kilauea,19.421,-155.287,"35",1959/11/14 00:00:00,1959/12/19 00:00:00
Planchon-Peteroa,-35.223,-70.568,,1959/11/06 00:00:00,
Etna,37.748,14.999,"1902",1959/10/17 00:00:00,1964/12/31 00:00:00
Izu-Oshima,34.724,139.394,"397",1959/10/16 00:00:00,1960/11/16 00:00:00
Tupungatito,-33.425,-69.797,,1959/10/16 00:00:00,
Bezymianny,55.972,160.595,"20",1959/10/15 00:00:00,1959/11/04 00:00:00
Kuwae,-16.829,168.536,"2",1959/09/18 00:00:00,1959/09/20 00:00:00
Fukujin,21.93,143.47,"61",1959/08/16 00:00:00,1959/10/16 00:00:00
Tokachidake,43.418,142.686,"102",1959/08/15 00:00:00,1959/11/25 00:00:00
Asosan,32.884,131.104,"78",1959/07/16 00:00:00,1959/10/02 00:00:00
Kasuga 1,21.765,143.71,,1959/07/15 00:00:00,
Guallatiri,-18.42,-69.092,,1959/07/15 00:00:00,
San Jose,-33.789,-69.895,,1959/07/02 00:00:00,
Kverkfjoll,64.653,-16.647,,1959/07/02 00:00:00,
Kita-Fukutokutai,24.417,141.417,,1959/07/02 00:00:00,
Tolbachik,55.832,160.326,"366",1959/07/02 00:00:00,1960/07/02 00:00:00
Zhupanovsky,53.589,159.15,,1959/07/02 00:00:00,
Myojinsho,31.888,139.918,,1959/07/02 00:00:00,
Traitor's Head,-18.754,169.238,,1959/07/02 00:00:00,
Bagana,-6.137,155.196,"319",1959/07/02 00:00:00,1960/05/16 00:00:00
Niuafo'ou,-15.6,-175.63,,1959/07/02 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"92",1959/07/01 00:00:00,1959/10/01 00:00:00
Azul,-0.92,-91.408,"32",1959/06/29 00:00:00,1959/07/31 00:00:00
Manam,-4.08,145.037,"30",1959/06/16 00:00:00,1959/07/16 00:00:00
Io-Torishima,27.881,128.223,"38",1959/06/08 00:00:00,1959/07/16 00:00:00
Tongariro,-39.157,175.632,,1959/06/01 00:00:00,
Ruapehu,-39.28,175.57,"102",1959/05/21 00:00:00,1959/08/31 00:00:00
Akan,43.384,144.013,"154",1959/05/15 00:00:00,1959/10/16 00:00:00
Ambrym,-16.25,168.12,,1959/04/16 00:00:00,
Bam,-3.613,144.818,"212",1959/04/02 00:00:00,1959/10/31 00:00:00
Tupungatito,-33.425,-69.797,,1959/03/26 00:00:00,
Etna,37.748,14.999,"33",1959/03/23 00:00:00,1959/04/25 00:00:00
Fournaise,-21.244,55.708,"148",1959/03/11 00:00:00,1959/08/06 00:00:00
Kirishimayama,31.934,130.862,"4",1959/02/13 00:00:00,1959/02/17 00:00:00
Cameroon,4.203,9.17,"55",1959/01/23 00:00:00,1959/03/19 00:00:00
Izu-Oshima,34.724,139.394,"0",1959/01/16 00:00:00,1959/01/16 00:00:00
Klyuchevskoy,56.056,160.642,,1959/01/03 00:00:00,
Kusatsu-Shiranesan,36.618,138.528,,1958/12/31 00:00:00,
Tofua,-19.75,-175.07,"549",1958/12/31 00:00:00,1960/07/02 00:00:00
Bezymianny,55.972,160.595,"92",1958/12/28 00:00:00,1959/03/30 00:00:00
Whakaari/White Island,-37.52,177.18,,1958/12/16 00:00:00,
Kavachi,-8.991,157.979,"11",1958/11/21 00:00:00,1958/12/02 00:00:00
Ambrym,-16.25,168.12,,1958/11/18 00:00:00,
Etna,37.748,14.999,"30",1958/11/16 00:00:00,1958/12/16 00:00:00
Reventador,-0.077,-77.656,,1958/11/16 00:00:00,
Villarrica,-39.42,-71.93,"410",1958/11/06 00:00:00,1959/12/21 00:00:00
Tongariro,-39.157,175.632,"13",1958/11/05 00:00:00,1958/11/18 00:00:00
Marapi,-0.38,100.474,"8",1958/10/17 00:00:00,1958/10/25 00:00:00
Kuwae,-16.829,168.536,"72",1958/10/07 00:00:00,1958/12/18 00:00:00
Tokachidake,43.418,142.686,"0",1958/10/04 00:00:00,1958/10/04 00:00:00
Asamayama,36.406,138.523,"327",1958/10/03 00:00:00,1959/08/26 00:00:00
Krakatau,-6.102,105.423,"266",1958/10/02 00:00:00,1959/06/25 00:00:00
Epi,-16.68,168.37,"61",1958/09/16 00:00:00,1958/11/16 00:00:00
Fernandina,-0.37,-91.55,"105",1958/09/16 00:00:00,1958/12/30 00:00:00
Slamet,-7.242,109.208,"53",1958/09/13 00:00:00,1958/11/05 00:00:00
Bam,-3.613,144.818,"5",1958/09/05 00:00:00,1958/09/10 00:00:00
Fukujin,21.93,143.47,"31",1958/08/16 00:00:00,1958/09/16 00:00:00
Okmok,53.43,-168.13,"11",1958/08/14 00:00:00,1958/08/25 00:00:00
Nyamuragira,-1.408,29.2,"106",1958/08/07 00:00:00,1958/11/21 00:00:00
Tolbachik,55.832,160.326,,1958/07/13 00:00:00,
Mahawu,1.352,124.865,"17",1958/07/12 00:00:00,1958/07/29 00:00:00
Rumble III,-35.745,178.478,"1454",1958/07/09 00:00:00,1962/07/02 00:00:00
Sangeang Api,-8.2,119.07,,1958/07/02 00:00:00,
Moyorodake [Medvezhia],45.389,148.838,,1958/07/02 00:00:00,
Myojinsho,31.888,139.918,,1958/07/02 00:00:00,
Poas,10.2,-84.233,"1097",1958/07/02 00:00:00,1961/07/03 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"92",1958/07/01 00:00:00,1958/10/01 00:00:00
Marapi,-0.38,100.474,"0",1958/06/23 00:00:00,1958/06/23 00:00:00
Fournaise,-21.244,55.708,"113",1958/05/30 00:00:00,1958/09/20 00:00:00
Chikurachki,50.324,155.461,"1",1958/05/26 00:00:00,1958/05/27 00:00:00
Bezymianny,55.972,160.595,,1958/05/21 00:00:00,
Klyuchevskoy,56.056,160.642,"92",1958/05/18 00:00:00,1958/08/18 00:00:00
Pavlof,55.417,-161.894,"103",1958/05/17 00:00:00,1958/08/28 00:00:00
Langila,-5.525,148.42,"44",1958/04/21 00:00:00,1958/06/04 00:00:00
Slamet,-7.242,109.208,"20",1958/04/17 00:00:00,1958/05/07 00:00:00
Izu-Oshima,34.724,139.394,"57",1958/04/17 00:00:00,1958/06/13 00:00:00
Bam,-3.613,144.818,"39",1958/03/11 00:00:00,1958/04/19 00:00:00
Akan,43.384,144.013,"0",1958/02/23 00:00:00,1958/02/23 00:00:00
Lokon-Empung,1.358,124.792,"672",1958/02/19 00:00:00,1959/12/23 00:00:00
Lengai,-2.764,35.914,,1958/02/06 00:00:00,
Ulawun,-5.05,151.33,,1958/02/01 00:00:00,
Bezymianny,55.972,160.595,"29",1958/01/16 00:00:00,1958/02/14 00:00:00
Tupungatito,-33.425,-69.797,,1958/01/16 00:00:00,
Nyamuragira,-1.408,29.2,,1957/12/28 00:00:00,
Whakaari/White Island,-37.52,177.18,,1957/12/11 00:00:00,
Zavaritzki Caldera,46.925,151.95,"19",1957/11/12 00:00:00,1957/12/01 00:00:00
Bam,-3.613,144.818,"0",1957/10/26 00:00:00,1957/10/26 00:00:00
Rasshua,47.77,153.02,,1957/10/16 00:00:00,
Asosan,32.884,131.104,"426",1957/10/16 00:00:00,1958/12/16 00:00:00
Fayal,38.6,-28.73,"392",1957/09/27 00:00:00,1958/10/24 00:00:00
Negro,12.506,-86.702,"20",1957/09/04 00:00:00,1957/09/24 00:00:00
Ambrym,-16.25,168.12,"51",1957/08/26 00:00:00,1957/10/16 00:00:00
Etna,37.748,14.999,"251",1957/08/25 00:00:00,1958/05/03 00:00:00
Tokachidake,43.418,142.686,"0",1957/08/20 00:00:00,1957/08/20 00:00:00
Izu-Oshima,34.724,139.394,"122",1957/08/16 00:00:00,1957/12/16 00:00:00
Visoke,-1.458,29.485,"2",1957/08/01 00:00:00,1957/08/03 00:00:00
Bezymianny,55.972,160.595,"0",1957/07/31 00:00:00,1957/07/31 00:00:00
Klyuchevskoy,56.056,160.642,,1957/07/02 00:00:00,
Trident,58.236,-155.1,"1135",1957/07/02 00:00:00,1960/08/10 00:00:00
Akita-Yakeyama,39.964,140.757,,1957/07/02 00:00:00,
Corbetti Caldera,7.193,38.39,"2557",1957/07/02 00:00:00,1964/07/02 00:00:00
Sangeang Api,-8.2,119.07,,1957/07/02 00:00:00,
Negra,-0.83,-91.17,,1957/07/02 00:00:00,
Purace,2.32,-76.4,,1957/07/02 00:00:00,
Erebus,-77.53,167.17,"365",1957/07/02 00:00:00,1958/07/02 00:00:00
Fonualei,-18.023,-174.317,,1957/06/16 00:00:00,
Chikurachki,50.324,155.461,,1957/05/16 00:00:00,
Colima,19.514,-103.62,"1145",1957/05/14 00:00:00,1960/07/02 00:00:00
Myojinsho,31.888,139.918,,1957/05/02 00:00:00,
Asosan,32.884,131.104,"0",1957/04/12 00:00:00,1957/04/12 00:00:00
Ioto,24.751,141.289,"0",1957/03/28 00:00:00,1957/03/28 00:00:00
Concepcion,11.538,-85.622,"111",1957/03/27 00:00:00,1957/07/16 00:00:00
Gede-Pangrango,-6.77,106.965,"0",1957/03/13 00:00:00,1957/03/13 00:00:00
Vsevidof,53.13,-168.693,"1",1957/03/11 00:00:00,1957/03/12 00:00:00
Akan,43.384,144.013,"191",1957/02/26 00:00:00,1957/09/05 00:00:00
Fuego,14.473,-90.88,"2",1957/02/19 00:00:00,1957/02/21 00:00:00
Slamet,-7.242,109.208,"0",1957/02/08 00:00:00,1957/02/08 00:00:00
Kavachi,-8.991,157.979,,1957/02/08 00:00:00,
Etna,37.748,14.999,"91",1957/02/05 00:00:00,1957/05/07 00:00:00
Dzenzursky,53.637,158.922,"42",1957/01/28 00:00:00,1957/03/11 00:00:00
Tangkuban Parahu,-6.77,107.6,"0",1957/01/16 00:00:00,1957/01/16 00:00:00
Zhupanovsky,53.589,159.15,"171",1956/12/27 00:00:00,1957/06/16 00:00:00
Asosan,32.884,131.104,"0",1956/12/21 00:00:00,1956/12/21 00:00:00
Koryaksky,53.321,158.712,"182",1956/12/16 00:00:00,1957/06/16 00:00:00
Sangeang Api,-8.2,119.07,,1956/12/16 00:00:00,
Manam,-4.08,145.037,"616",1956/12/08 00:00:00,1958/08/16 00:00:00
Ruapehu,-39.28,175.57,"0",1956/11/18 00:00:00,1956/11/18 00:00:00
Nyamuragira,-1.408,29.2,"1",1956/11/17 00:00:00,1956/11/18 00:00:00
Soufriere Guadeloupe,16.044,-61.664,"8",1956/10/19 00:00:00,1956/10/27 00:00:00
Villarrica,-39.42,-71.93,"44",1956/10/03 00:00:00,1956/11/16 00:00:00
Tolbachik,55.832,160.326,"426",1956/09/28 00:00:00,1957/11/28 00:00:00
Trident,58.236,-155.1,"1",1956/09/08 00:00:00,1956/09/09 00:00:00
Izu-Oshima,34.724,139.394,"1",1956/08/25 00:00:00,1956/08/26 00:00:00
Asosan,32.884,131.104,,1956/08/16 00:00:00,
Bouvet,-54.408,3.351,,1956/07/15 00:00:00,
Purace,2.32,-76.4,,1956/07/02 00:00:00,
Bagana,-6.137,155.196,,1956/07/02 00:00:00,
Matthew Island,-22.33,171.32,,1956/07/02 00:00:00,
Tengger Caldera,-7.942,112.95,"30",1956/06/16 00:00:00,1956/07/16 00:00:00
Tokachidake,43.418,142.686,"0",1956/06/16 00:00:00,1956/06/16 00:00:00
Dieng Volcanic Complex,-7.2,109.879,"0",1956/06/02 00:00:00,1956/06/02 00:00:00
Karthala,-11.75,43.38,,1956/06/01 00:00:00,
Ubinas,-16.355,-70.903,"158",1956/05/16 00:00:00,1956/10/21 00:00:00
Gede-Pangrango,-6.77,106.965,"0",1956/04/28 00:00:00,1956/04/28 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"30",1956/04/01 00:00:00,1956/05/01 00:00:00
Langila,-5.525,148.42,"6",1956/03/25 00:00:00,1956/03/31 00:00:00
Kaba,-3.522,102.615,"6",1956/03/22 00:00:00,1956/03/28 00:00:00
Akan,43.384,144.013,"227",1956/03/18 00:00:00,1956/10/31 00:00:00
Karymsky,54.049,159.443,"337",1956/03/16 00:00:00,1957/02/16 00:00:00
Veniaminof,56.17,-159.38,"68",1956/03/16 00:00:00,1956/05/23 00:00:00
Raung,-8.119,114.056,"41",1956/02/13 00:00:00,1956/03/25 00:00:00
Klyuchevskoy,56.056,160.642,"199",1956/01/16 00:00:00,1956/08/02 00:00:00
Tongariro,-39.157,175.632,"31",1956/01/11 00:00:00,1956/02/11 00:00:00
Bristol Island,-59.017,-26.533,"8",1956/01/11 00:00:00,1956/01/19 00:00:00
Asosan,32.884,131.104,"10",1956/01/03 00:00:00,1956/01/13 00:00:00
Izu-Oshima,34.724,139.394,"3",1956/01/03 00:00:00,1956/01/06 00:00:00
Tengger Caldera,-7.942,112.95,"1",1955/12/29 00:00:00,1955/12/30 00:00:00
Asamayama,36.406,138.523,,1955/12/16 00:00:00,
Akan,43.384,144.013,"0",1955/11/19 00:00:00,1955/11/19 00:00:00
Slamet,-7.242,109.208,"38",1955/11/12 00:00:00,1955/12/20 00:00:00
Bezymianny,55.972,160.595,"496",1955/10/22 00:00:00,1957/03/01 00:00:00
Llaima,-38.692,-71.729,"756",1955/10/22 00:00:00,1957/11/16 00:00:00
Tolbachik,55.832,160.326,"63",1955/10/06 00:00:00,1955/12/08 00:00:00
Tinakula,-10.386,165.804,"60",1955/08/16 00:00:00,1955/10/15 00:00:00
Carran-Los Venados,-40.35,-72.07,"108",1955/07/27 00:00:00,1955/11/12 00:00:00
Fuego,14.473,-90.88,,1955/07/26 00:00:00,
Asosan,32.884,131.104,"3",1955/07/25 00:00:00,1955/07/28 00:00:00
Gede-Pangrango,-6.77,106.965,"12",1955/07/21 00:00:00,1955/08/02 00:00:00
Shishaldin,54.756,-163.97,,1955/07/16 00:00:00,
Ambrym,-16.25,168.12,,1955/07/02 00:00:00,
Sangeang Api,-8.2,119.07,,1955/07/02 00:00:00,
Karymsky,54.049,159.443,,1955/07/02 00:00:00,
Chirinkotan,48.98,153.48,,1955/07/02 00:00:00,
Reventador,-0.077,-77.656,,1955/07/02 00:00:00,
Erebus,-77.53,167.17,,1955/07/02 00:00:00,
Katla,63.633,-19.083,,1955/06/25 00:00:00,
Myojinsho,31.888,139.918,,1955/06/25 00:00:00,
Long Island,-5.358,147.12,"8",1955/06/05 00:00:00,1955/06/13 00:00:00
Langila,-5.525,148.42,"15",1955/06/01 00:00:00,1955/06/16 00:00:00
Etna,37.748,14.999,"368",1955/04/05 00:00:00,1956/04/07 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"0",1955/04/01 00:00:00,1955/04/01 00:00:00
Kilauea,19.421,-155.287,"87",1955/02/28 00:00:00,1955/05/26 00:00:00
Langila,-5.525,148.42,"2",1955/02/15 00:00:00,1955/02/17 00:00:00
Krakatau,-6.102,105.423,,1955/02/11 00:00:00,
Lengai,-2.764,35.914,"1",1955/01/19 00:00:00,1955/01/20 00:00:00
Raung,-8.119,114.056,"0",1955/01/18 00:00:00,1955/01/18 00:00:00
Whakaari/White Island,-37.52,177.18,,1955/01/16 00:00:00,
Tolbachik,55.832,160.326,"33",1955/01/07 00:00:00,1955/02/09 00:00:00
Dieng Volcanic Complex,-7.2,109.879,"0",1954/12/06 00:00:00,1954/12/06 00:00:00
Shikotsu,42.688,141.38,"87",1954/11/19 00:00:00,1955/02/14 00:00:00
Aira,31.593,130.657,"30",1954/11/16 00:00:00,1954/12/16 00:00:00
Negra,-0.83,-91.17,,1954/11/09 00:00:00,
Alcedo,-0.43,-91.12,,1954/11/09 00:00:00,
Sangeang Api,-8.2,119.07,,1954/11/04 00:00:00,
Myojinsho,31.888,139.918,"1",1954/11/04 00:00:00,1954/11/05 00:00:00
Pilas,12.495,-86.688,"2",1954/10/29 00:00:00,1954/10/31 00:00:00
San Miguel,13.434,-88.269,"0",1954/10/21 00:00:00,1954/10/21 00:00:00
Matthew Island,-22.33,171.32,,1954/10/16 00:00:00,
Tokachidake,43.418,142.686,"0",1954/09/16 00:00:00,1954/09/16 00:00:00
Sarychev Peak,48.092,153.2,"61",1954/08/16 00:00:00,1954/10/16 00:00:00
Marapi,-0.38,100.474,"1218",1954/08/16 00:00:00,1957/12/16 00:00:00
Bam,-3.613,144.818,"883",1954/08/03 00:00:00,1957/01/02 00:00:00
Lengai,-2.764,35.914,"52",1954/07/26 00:00:00,1954/09/16 00:00:00
Grimsvotn,64.416,-17.316,,1954/07/16 00:00:00,
Ambrym,-16.25,168.12,,1954/07/02 00:00:00,
Suwanosejima,29.638,129.714,,1954/07/02 00:00:00,
Spurr,61.299,-152.251,,1954/07/02 00:00:00,
Cameroon,4.203,9.17,"28",1954/06/28 00:00:00,1954/07/26 00:00:00
Lascar,-23.37,-67.73,"30",1954/06/16 00:00:00,1954/07/16 00:00:00
Kilauea,19.421,-155.287,"3",1954/05/31 00:00:00,1954/06/03 00:00:00
Klyuchevskoy,56.056,160.642,"111",1954/05/28 00:00:00,1954/09/16 00:00:00
Asosan,32.884,131.104,"0",1954/05/26 00:00:00,1954/05/26 00:00:00
Langila,-5.525,148.42,"179",1954/05/18 00:00:00,1954/11/13 00:00:00
Manam,-4.08,145.037,"31",1954/05/16 00:00:00,1954/06/16 00:00:00
Tongariro,-39.157,175.632,"408",1954/05/13 00:00:00,1955/06/25 00:00:00
Shikotsu,42.688,141.38,"0",1954/05/02 00:00:00,1954/05/02 00:00:00
Sangeang Api,-8.2,119.07,,1954/04/26 00:00:00,
Heard,-53.106,73.513,"61",1954/04/13 00:00:00,1954/06/13 00:00:00
Santa Ana,13.853,-89.63,,1954/01/01 00:00:00,
Nyamuragira,-1.408,29.2,"96",1954/02/21 00:00:00,1954/05/28 00:00:00
Tolbachik,55.832,160.326,"112",1954/02/21 00:00:00,1954/06/13 00:00:00
Negro,12.506,-86.702,"0",1954/02/16 00:00:00,1954/02/16 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,,1954/02/04 00:00:00,
Fournaise,-21.244,55.708,"334",1954/01/16 00:00:00,1954/12/16 00:00:00
Grimsvotn,64.416,-17.316,,1954/01/15 00:00:00,
Akan,43.384,144.013,"96",1954/01/07 00:00:00,1954/04/13 00:00:00
Candlemas Island,-57.08,-26.67,,1953/12/31 00:00:00,
Tongariro,-39.157,175.632,,1953/12/28 00:00:00,
Asamayama,36.406,138.523,"583",1953/12/27 00:00:00,1955/08/02 00:00:00
Asosan,32.884,131.104,"0",1953/12/16 00:00:00,1953/12/16 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"0",1953/12/01 00:00:00,1953/12/01 00:00:00
Pavlof,55.417,-161.894,"264",1953/11/25 00:00:00,1954/08/16 00:00:00
Soputan,1.112,124.737,,1953/11/16 00:00:00,
Epi,-16.68,168.37,,1953/11/16 00:00:00,
Kick 'em Jenny,12.3,-61.64,"0",1953/10/30 00:00:00,1953/10/30 00:00:00
Nasudake,37.125,139.963,"5",1953/10/24 00:00:00,1953/10/29 00:00:00
Rinjani,-8.42,116.47,,1953/10/15 00:00:00,
Izu-Oshima,34.724,139.394,"126",1953/10/05 00:00:00,1954/02/08 00:00:00
Shishaldin,54.756,-163.97,,1953/10/04 00:00:00,
Krakatau,-6.102,105.423,"65",1953/09/21 00:00:00,1953/11/25 00:00:00
Shikotsu,42.688,141.38,"0",1953/09/14 00:00:00,1953/09/14 00:00:00
Iya,-8.891,121.641,"1",1953/09/04 00:00:00,1953/09/05 00:00:00
Negra,-0.83,-91.17,"142",1953/08/27 00:00:00,1954/01/16 00:00:00
Heard,-53.106,73.513,"90",1953/08/20 00:00:00,1953/11/18 00:00:00
Slamet,-7.242,109.208,"61",1953/08/16 00:00:00,1953/10/16 00:00:00
Etna,37.748,14.999,,1953/07/30 00:00:00,
Spurr,61.299,-152.251,"7",1953/07/09 00:00:00,1953/07/16 00:00:00
Akutan,54.134,-165.986,,1953/07/02 00:00:00,
Korovin,52.381,-174.166,"365",1953/07/02 00:00:00,1954/07/02 00:00:00
Kita-Fukutokutai,24.417,141.417,"365",1953/07/02 00:00:00,1954/07/02 00:00:00
Karymsky,54.049,159.443,,1953/07/02 00:00:00,
Karangetang,2.781,125.407,,1953/07/02 00:00:00,
Alcedo,-0.43,-91.12,,1953/07/02 00:00:00,
St. Andrew Strait,-2.38,147.35,"1311",1953/06/27 00:00:00,1957/01/28 00:00:00
Cleveland,52.825,-169.944,,1953/06/25 00:00:00,
Bagana,-6.137,155.196,"92",1953/06/16 00:00:00,1953/09/16 00:00:00
Sirung,-8.508,124.13,,1953/06/16 00:00:00,
