volcano_na,latitude,longitude,duration,BTime,ETime
Izu-Oshima,34.724,139.394,"0",1971/04/05 00:00:00,1971/04/05 00:00:00
Ruapehu,-39.28,175.57,"212",1971/04/03 00:00:00,1971/11/01 00:00:00
Nyamuragira,-1.408,29.2,"42",1971/03/24 00:00:00,1971/05/05 00:00:00
Myojinsho,31.888,139.918,,1971/03/18 00:00:00,
Bezymianny,55.972,160.595,"1371",1971/03/16 00:00:00,1974/12/16 00:00:00
Batur,-8.242,115.375,"167",1971/03/11 00:00:00,1971/08/25 00:00:00
Kuwae,-16.829,168.536,"0",1971/02/22 00:00:00,1971/02/22 00:00:00
Ambrym,-16.25,168.12,"275",1971/02/03 00:00:00,1971/11/05 00:00:00
Negro,12.506,-86.702,"11",1971/02/03 00:00:00,1971/02/14 00:00:00
Langila,-5.525,148.42,"526",1971/01/26 00:00:00,1972/07/05 00:00:00
Lewotobi,-8.542,122.775,,1971/01/16 00:00:00,
Merapi,-7.54,110.446,"191",1971/01/16 00:00:00,1971/07/26 00:00:00
Karangetang,2.781,125.407,"109",1970/11/27 00:00:00,1971/03/16 00:00:00
Taal,14.002,120.993,"4",1970/11/09 00:00:00,1970/11/13 00:00:00
Akita-Komagatake,39.761,140.799,"130",1970/09/18 00:00:00,1971/01/26 00:00:00
Jan Mayen,71.082,-8.155,"653",1970/09/18 00:00:00,1972/07/02 00:00:00
Tolbachik,55.832,160.326,"76",1970/09/16 00:00:00,1970/12/01 00:00:00
Ruapehu,-39.28,175.57,"1",1970/09/16 00:00:00,1970/09/17 00:00:00
Kuwae,-16.829,168.536,"8",1970/09/12 00:00:00,1970/09/20 00:00:00
Rincon de la Vieja,10.83,-85.324,"1",1970/08/14 00:00:00,1970/08/15 00:00:00
Deception Island,-63.001,-60.652,,1970/08/12 00:00:00,
Poas,10.2,-84.233,,1970/07/16 00:00:00,
Reykjanes,63.85,-22.566,,1970/07/02 00:00:00,
Sorikmarapi,0.686,99.539,,1970/07/02 00:00:00,
Lewotobi,-8.542,122.775,,1970/07/02 00:00:00,
Sirung,-8.508,124.13,,1970/07/02 00:00:00,
Rumble III,-35.745,178.478,,1970/07/02 00:00:00,
Etorofu-Yakeyama [Grozny Group],45.012,147.871,,1970/07/02 00:00:00,
Esmeralda Bank,15,145.25,,1970/07/02 00:00:00,
Izu-Oshima,34.724,139.394,"135",1970/06/30 00:00:00,1970/11/12 00:00:00
Whakaari/White Island,-37.52,177.18,,1970/06/30 00:00:00,
Moua Pihaa,-18.325,-148.525,"2",1970/06/21 00:00:00,1970/06/23 00:00:00
Kanlaon,10.412,123.132,"80",1970/06/05 00:00:00,1970/08/24 00:00:00
Klyuchevskoy,56.056,160.642,"215",1970/05/26 00:00:00,1970/12/27 00:00:00
Bagana,-6.137,155.196,"452",1970/05/21 00:00:00,1971/08/16 00:00:00
Langila,-5.525,148.42,"125",1970/05/20 00:00:00,1970/09/22 00:00:00
Karymsky,54.049,159.443,"4536",1970/05/11 00:00:00,1982/10/11 00:00:00
Lopevi,-16.507,168.346,"821",1970/05/09 00:00:00,1972/08/07 00:00:00
Asosan,32.884,131.104,"879",1970/04/21 00:00:00,1972/09/16 00:00:00
San Miguel,13.434,-88.269,"6",1970/03/30 00:00:00,1970/04/05 00:00:00
Soputan,1.112,124.737,"99",1970/02/16 00:00:00,1970/05/26 00:00:00
Kolokol Group,46.042,150.083,"28",1970/02/16 00:00:00,1970/03/16 00:00:00
Myojinsho,31.888,139.918,"138",1970/01/29 00:00:00,1970/06/16 00:00:00
Izu-Oshima,34.724,139.394,"5",1970/01/26 00:00:00,1970/01/31 00:00:00
Tolbachik,55.832,160.326,"90",1970/01/16 00:00:00,1970/04/16 00:00:00
Ulawun,-5.05,151.33,"27",1970/01/15 00:00:00,1970/02/11 00:00:00
Batur,-8.242,115.375,"10",1970/01/05 00:00:00,1970/01/15 00:00:00
Unnamed,-20.852,-175.55,"0",1970/01/03 00:00:00,1970/01/03 00:00:00
Negro,12.506,-86.702,"10",1969/12/19 00:00:00,1969/12/29 00:00:00
Ioto,24.751,141.289,"0",1969/12/01 00:00:00,1969/12/01 00:00:00
Lokon-Empung,1.358,124.792,"394",1969/11/27 00:00:00,1970/12/26 00:00:00
Taal,14.002,120.993,"42",1969/10/29 00:00:00,1969/12/10 00:00:00
Kavachi,-8.991,157.979,"101",1969/10/28 00:00:00,1970/02/06 00:00:00
Kanlaon,10.412,123.132,"19",1969/10/10 00:00:00,1969/10/29 00:00:00
Langila,-5.525,148.42,"0",1969/09/29 00:00:00,1969/09/29 00:00:00
Gaua,-14.27,167.5,,1969/09/22 00:00:00,
Rincon de la Vieja,10.83,-85.324,"26",1969/09/20 00:00:00,1969/10/16 00:00:00
Klyuchevskoy,56.056,160.642,"91",1969/09/16 00:00:00,1969/12/16 00:00:00
Kiska,52.103,177.602,"5",1969/09/11 00:00:00,1969/09/16 00:00:00
Wrangell,62.006,-144.017,,1969/08/16 00:00:00,
Whakaari/White Island,-37.52,177.18,"31",1969/08/16 00:00:00,1969/09/16 00:00:00
Tangkuban Parahu,-6.77,107.6,"93",1969/07/20 00:00:00,1969/10/21 00:00:00
Lengai,-2.764,35.914,,1969/07/16 00:00:00,
Kerinci,-1.697,101.264,"365",1969/07/02 00:00:00,1970/07/02 00:00:00
Krakatau,-6.102,105.423,,1969/07/02 00:00:00,
Slamet,-7.242,109.208,"54",1969/06/23 00:00:00,1969/08/16 00:00:00
Ruapehu,-39.28,175.57,"1",1969/06/22 00:00:00,1969/06/23 00:00:00
Ubinas,-16.355,-70.903,,1969/06/16 00:00:00,
Kilauea,19.421,-155.287,"1885",1969/05/24 00:00:00,1974/07/22 00:00:00
Lascar,-23.37,-67.73,,1969/05/16 00:00:00,
Poas,10.2,-84.233,"31",1969/05/03 00:00:00,1969/06/03 00:00:00
Rincon de la Vieja,10.83,-85.324,"24",1969/04/22 00:00:00,1969/05/16 00:00:00
Moua Pihaa,-18.325,-148.525,"7",1969/04/22 00:00:00,1969/04/29 00:00:00
Didicas,19.077,122.202,"87",1969/03/21 00:00:00,1969/06/16 00:00:00
Supply Reef,20.13,145.1,"2",1969/03/11 00:00:00,1969/03/13 00:00:00
Ebulobo,-8.817,121.191,,1969/02/27 00:00:00,
Kilauea,19.421,-155.287,"6",1969/02/22 00:00:00,1969/02/28 00:00:00
Deception Island,-63.001,-60.652,"23",1969/02/21 00:00:00,1969/03/16 00:00:00
Ebeko,50.686,156.014,"0",1969/02/16 00:00:00,1969/02/16 00:00:00
Telica,12.606,-86.84,"1038",1969/02/11 00:00:00,1971/12/16 00:00:00
Iya,-8.891,121.641,"3",1969/01/27 00:00:00,1969/01/30 00:00:00
Tongariro,-39.157,175.632,,1969/01/21 00:00:00,
Izu-Oshima,34.724,139.394,"178",1969/01/19 00:00:00,1969/07/16 00:00:00
Ioto,24.751,141.289,"9",1969/01/12 00:00:00,1969/01/21 00:00:00
Kuchinoerabujima,30.443,130.217,"79",1968/12/21 00:00:00,1969/03/10 00:00:00
Marapi,-0.38,100.474,"0",1968/12/16 00:00:00,1968/12/16 00:00:00
Lewotobi,-8.542,122.775,"66",1968/11/28 00:00:00,1969/02/02 00:00:00
Trident,58.236,-155.1,"0",1968/11/13 00:00:00,1968/11/13 00:00:00
Negro,12.506,-86.702,"48",1968/10/23 00:00:00,1968/12/10 00:00:00
Kilauea,19.421,-155.287,"15",1968/10/07 00:00:00,1968/10/22 00:00:00
Fukujin,21.93,143.47,,1968/09/16 00:00:00,
Talang,-0.979,100.681,"30",1968/09/16 00:00:00,1968/10/16 00:00:00
Banua Wuhu,3.138,125.491,"4",1968/09/05 00:00:00,1968/09/09 00:00:00
Kilauea,19.421,-155.287,"4",1968/08/22 00:00:00,1968/08/26 00:00:00
Tongariro,-39.157,175.632,,1968/08/18 00:00:00,
Bagana,-6.137,155.196,"0",1968/08/16 00:00:00,1968/08/16 00:00:00
Awu,3.689,125.447,"31",1968/08/16 00:00:00,1968/09/16 00:00:00
Kita-Ioto,25.424,141.284,"0",1968/08/16 00:00:00,1968/08/16 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"6",1968/08/14 00:00:00,1968/08/20 00:00:00
Izu-Oshima,34.724,139.394,"0",1968/07/28 00:00:00,1968/07/28 00:00:00
Io-Torishima,27.881,128.223,"0",1968/07/18 00:00:00,1968/07/18 00:00:00
Soputan,1.112,124.737,"31",1968/07/16 00:00:00,1968/08/16 00:00:00
Vulcano,38.404,14.962,,1968/07/11 00:00:00,
Klyuchevskoy,56.056,160.642,"0",1968/07/03 00:00:00,1968/07/03 00:00:00
Tolbachik,55.832,160.326,"365",1968/07/02 00:00:00,1969/07/02 00:00:00
Gaua,-14.27,167.5,"152",1968/07/02 00:00:00,1968/12/01 00:00:00
Poas,10.2,-84.233,,1968/07/02 00:00:00,
Tupungatito,-33.425,-69.797,,1968/07/02 00:00:00,
Azul,-0.92,-91.408,,1968/06/12 00:00:00,
Fernandina,-0.37,-91.55,"23",1968/06/11 00:00:00,1968/07/04 00:00:00
Kelimutu,-8.77,121.82,"56",1968/06/03 00:00:00,1968/07/29 00:00:00
Kverkfjoll,64.653,-16.647,"24",1968/05/23 00:00:00,1968/06/16 00:00:00
Fernandina,-0.37,-91.55,"2",1968/05/21 00:00:00,1968/05/23 00:00:00
Nila,-6.73,129.5,"40",1968/05/07 00:00:00,1968/06/16 00:00:00
Mayon,13.257,123.685,"29",1968/04/21 00:00:00,1968/05/20 00:00:00
Ruapehu,-39.28,175.57,"65",1968/04/06 00:00:00,1968/06/10 00:00:00
Long Island,-5.358,147.12,"88",1968/03/16 00:00:00,1968/06/12 00:00:00
Etorofu-Yakeyama [Grozny Group],45.012,147.871,"0",1968/02/16 00:00:00,1968/02/16 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"0",1968/02/09 00:00:00,1968/02/09 00:00:00
Kerinci,-1.697,101.264,"44",1968/02/03 00:00:00,1968/03/18 00:00:00
Taal,14.002,120.993,"62",1968/01/31 00:00:00,1968/04/02 00:00:00
Whakaari/White Island,-37.52,177.18,"386",1968/01/27 00:00:00,1969/02/16 00:00:00
Batur,-8.242,115.375,"23",1968/01/23 00:00:00,1968/02/15 00:00:00
Izu-Oshima,34.724,139.394,"0",1968/01/19 00:00:00,1968/01/19 00:00:00
Talang,-0.979,100.681,"0",1968/01/14 00:00:00,1968/01/14 00:00:00
Etna,37.748,14.999,"118",1968/01/07 00:00:00,1968/05/04 00:00:00
Ioto,24.751,141.289,"0",1967/12/23 00:00:00,1967/12/23 00:00:00
Lateiki,-19.18,-174.87,"24",1967/12/11 00:00:00,1968/01/04 00:00:00
Kelut,-7.93,112.308,"0",1967/12/11 00:00:00,1967/12/11 00:00:00
Redoubt,60.485,-152.742,"144",1967/12/06 00:00:00,1968/04/28 00:00:00
Deception Island,-63.001,-60.652,"3",1967/12/04 00:00:00,1967/12/07 00:00:00
Karangetang,2.781,125.407,"3",1967/11/29 00:00:00,1967/12/02 00:00:00
Io-Torishima,27.881,128.223,,1967/11/25 00:00:00,
Karymsky,54.049,159.443,"0",1967/11/16 00:00:00,1967/11/16 00:00:00
Kilauea,19.421,-155.287,"251",1967/11/05 00:00:00,1968/07/13 00:00:00
Kerinci,-1.697,101.264,,1967/11/02 00:00:00,
Tolbachik,55.832,160.326,"31",1967/10/16 00:00:00,1967/11/16 00:00:00
Talang,-0.979,100.681,"0",1967/10/10 00:00:00,1967/10/10 00:00:00
Chikurachki,50.324,155.461,"14",1967/09/06 00:00:00,1967/09/20 00:00:00
Trident,58.236,-155.1,"173",1967/09/05 00:00:00,1968/02/25 00:00:00
Taal,14.002,120.993,"3",1967/08/16 00:00:00,1967/08/19 00:00:00
Azul,-35.653,-70.761,,1967/08/09 00:00:00,
Irazu,9.979,-83.852,,1967/08/07 00:00:00,
Ruapehu,-39.28,175.57,"74",1967/07/22 00:00:00,1967/10/04 00:00:00
Gaua,-14.27,167.5,,1967/07/16 00:00:00,
Tangkuban Parahu,-6.77,107.6,"0",1967/07/16 00:00:00,1967/07/16 00:00:00
Lengai,-2.764,35.914,"58",1967/07/08 00:00:00,1967/09/04 00:00:00
Tambora,-8.25,118,,1967/07/02 00:00:00,
Klyuchevskoy,56.056,160.642,,1967/07/02 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"0",1967/07/01 00:00:00,1967/07/01 00:00:00
Macdonald,-28.98,-140.25,"0",1967/05/29 00:00:00,1967/05/29 00:00:00
Izu-Oshima,34.724,139.394,"92",1967/05/16 00:00:00,1967/08/16 00:00:00
Asosan,32.884,131.104,"945",1967/05/16 00:00:00,1969/12/16 00:00:00
Slamet,-7.242,109.208,"70",1967/05/07 00:00:00,1967/07/16 00:00:00
Unnamed,45.022,147.019,,1967/04/26 00:00:00,
Nyamuragira,-1.408,29.2,"16",1967/04/23 00:00:00,1967/05/09 00:00:00
Fuego,14.473,-90.88,"2",1967/04/22 00:00:00,1967/04/24 00:00:00
Marapi,-0.38,100.474,"91",1967/04/16 00:00:00,1967/07/16 00:00:00
Farallon de Pajaros,20.546,144.893,"14",1967/03/27 00:00:00,1967/04/10 00:00:00
Tolbachik,55.832,160.326,"61",1967/03/16 00:00:00,1967/05/16 00:00:00
Kelut,-7.93,112.308,"0",1967/02/18 00:00:00,1967/02/18 00:00:00
Planchon-Peteroa,-35.223,-70.568,,1967/02/16 00:00:00,
Shishaldin,54.756,-163.97,,1967/01/28 00:00:00,
Lopevi,-16.507,168.346,"794",1967/01/27 00:00:00,1969/03/31 00:00:00
Ulawun,-5.05,151.33,"340",1967/01/22 00:00:00,1967/12/28 00:00:00
Langila,-5.525,148.42,"514",1967/01/19 00:00:00,1968/06/16 00:00:00
Ebeko,50.686,156.014,"90",1967/01/16 00:00:00,1967/04/16 00:00:00
Merapi,-7.54,110.446,"1267",1967/01/12 00:00:00,1970/07/02 00:00:00
San Miguel,13.434,-88.269,,1967/01/05 00:00:00,
Poas,10.2,-84.233,,1967/01/01 00:00:00,
Kuchinoerabujima,30.443,130.217,"0",1966/11/22 00:00:00,1966/11/22 00:00:00
Whakaari/White Island,-37.52,177.18,"123",1966/11/13 00:00:00,1967/03/16 00:00:00
Rincon de la Vieja,10.83,-85.324,"405",1966/11/06 00:00:00,1967/12/16 00:00:00
Izalco,13.813,-89.633,"19",1966/10/28 00:00:00,1966/11/16 00:00:00
Redoubt,60.485,-152.742,"100",1966/10/07 00:00:00,1967/01/15 00:00:00
Lokon-Empung,1.358,124.792,"6",1966/09/24 00:00:00,1966/09/30 00:00:00
Matthew Island,-22.33,171.32,,1966/08/16 00:00:00,
Awu,3.689,125.447,"65",1966/08/12 00:00:00,1966/10/16 00:00:00
Fuego,14.473,-90.88,"1",1966/08/12 00:00:00,1966/08/13 00:00:00
San Miguel,13.434,-88.269,,1966/07/16 00:00:00,
Taal,14.002,120.993,"30",1966/07/05 00:00:00,1966/08/04 00:00:00
Slamet,-7.242,109.208,,1966/07/02 00:00:00,
Gaua,-14.27,167.5,,1966/07/02 00:00:00,
Trident,58.236,-155.1,,1966/07/02 00:00:00,
Reykjanes,63.85,-22.566,,1966/07/02 00:00:00,
Telica,12.606,-86.84,"0",1966/06/16 00:00:00,1966/06/16 00:00:00
Akan,43.384,144.013,"0",1966/06/15 00:00:00,1966/06/15 00:00:00
Kerinci,-1.697,101.264,"21",1966/06/09 00:00:00,1966/06/30 00:00:00
Pagan,18.13,145.8,,1966/05/23 00:00:00,
Soputan,1.112,124.737,"544",1966/05/21 00:00:00,1967/11/16 00:00:00
Azumayama,37.735,140.244,"92",1966/05/16 00:00:00,1966/08/16 00:00:00
Kick 'em Jenny,12.3,-61.64,"93",1966/05/05 00:00:00,1966/08/06 00:00:00
Batur,-8.242,115.375,,1966/04/28 00:00:00,
Kelut,-7.93,112.308,"1",1966/04/26 00:00:00,1966/04/27 00:00:00
Ruby,15.62,145.57,"25",1966/04/21 00:00:00,1966/05/16 00:00:00
Rumble IV,-36.13,178.05,"244",1966/04/16 00:00:00,1966/12/16 00:00:00
Tolbachik,55.832,160.326,,1966/04/15 00:00:00,
Ruapehu,-39.28,175.57,"176",1966/04/04 00:00:00,1966/09/27 00:00:00
Rinjani,-8.42,116.47,"133",1966/03/28 00:00:00,1966/08/08 00:00:00
Bagana,-6.137,155.196,"620",1966/03/20 00:00:00,1967/11/30 00:00:00
Kavachi,-8.991,157.979,"3",1966/03/19 00:00:00,1966/03/22 00:00:00
Marapi,-0.38,100.474,"92",1966/03/16 00:00:00,1966/06/16 00:00:00
Fournaise,-21.244,55.708,"61",1966/03/15 00:00:00,1966/05/15 00:00:00
Pavlof,55.417,-161.894,,1966/03/15 00:00:00,
Rocard,-17.662,-148.586,"11",1966/03/09 00:00:00,1966/03/20 00:00:00
Sangeang Api,-8.2,119.07,"261",1966/02/28 00:00:00,1966/11/16 00:00:00
San Miguel,13.434,-88.269,,1966/02/22 00:00:00,
Fuego,14.473,-90.88,"83",1966/02/07 00:00:00,1966/05/01 00:00:00
Redoubt,60.485,-152.742,"27",1966/01/24 00:00:00,1966/02/20 00:00:00
Etna,37.748,14.999,"1891",1966/01/10 00:00:00,1971/03/16 00:00:00
Kilauea,19.421,-155.287,"1",1965/12/24 00:00:00,1965/12/25 00:00:00
Kavachi,-8.991,157.979,"2",1965/12/11 00:00:00,1965/12/13 00:00:00
Sarychev Peak,48.092,153.2,"0",1965/12/09 00:00:00,1965/12/09 00:00:00
Izu-Oshima,34.724,139.394,"200",1965/11/25 00:00:00,1966/06/13 00:00:00
Tinakula,-10.386,165.804,"200",1965/11/23 00:00:00,1966/06/11 00:00:00
Izu-Torishima,30.484,140.303,"22",1965/11/13 00:00:00,1965/12/05 00:00:00
Sirung,-8.508,124.13,"0",1965/11/02 00:00:00,1965/11/02 00:00:00
Kick 'em Jenny,12.3,-61.64,"0",1965/10/24 00:00:00,1965/10/24 00:00:00
Tangkuban Parahu,-6.77,107.6,"0",1965/10/16 00:00:00,1965/10/16 00:00:00
Masaya,11.985,-86.165,"7128",1965/10/10 00:00:00,1985/04/16 00:00:00
Taal,14.002,120.993,"2",1965/09/28 00:00:00,1965/09/30 00:00:00
Gaua,-14.27,167.5,"3",1965/09/27 00:00:00,1965/09/30 00:00:00
Rinjani,-8.42,116.47,,1965/09/16 00:00:00,
Batur,-8.242,115.375,"120",1965/08/18 00:00:00,1965/12/16 00:00:00
Ebeko,50.686,156.014,"0",1965/08/16 00:00:00,1965/08/16 00:00:00
Klyuchevskoy,56.056,160.642,"497",1965/08/16 00:00:00,1966/12/26 00:00:00
Suretamatai,-13.8,167.47,"327",1965/08/09 00:00:00,1966/07/02 00:00:00
Karthala,-11.75,43.38,"0",1965/07/12 00:00:00,1965/07/12 00:00:00
Lokon-Empung,1.358,124.792,"0",1965/07/10 00:00:00,1965/07/10 00:00:00
Pacaya,14.382,-90.601,"8650",1965/07/04 00:00:00,1989/03/10 00:00:00
Southern EPR-Segment K,-17.436,-113.206,,1965/07/02 00:00:00,
Tolbachik,55.832,160.326,,1965/07/02 00:00:00,
Krakatau,-6.102,105.423,,1965/07/02 00:00:00,
Manam,-4.08,145.037,"207",1965/07/02 00:00:00,1966/01/25 00:00:00
Chillan,-36.868,-71.378,,1965/07/02 00:00:00,
San Miguel,13.434,-88.269,,1965/06/14 00:00:00,
Asamayama,36.406,138.523,"0",1965/05/23 00:00:00,1965/05/23 00:00:00
Karymsky,54.049,159.443,"642",1965/05/15 00:00:00,1967/02/16 00:00:00
Akan,43.384,144.013,"0",1965/05/15 00:00:00,1965/05/15 00:00:00
Sirung,-8.508,124.13,"11",1965/05/07 00:00:00,1965/05/18 00:00:00
Karangetang,2.781,125.407,"802",1965/04/05 00:00:00,1967/06/16 00:00:00
Bezymianny,55.972,160.595,"1833",1965/03/09 00:00:00,1970/03/16 00:00:00
Kilauea,19.421,-155.287,"10",1965/03/05 00:00:00,1965/03/15 00:00:00
Tangkuban Parahu,-6.77,107.6,"28",1965/02/16 00:00:00,1965/03/16 00:00:00
Redoubt,60.485,-152.742,"18",1965/01/29 00:00:00,1965/02/16 00:00:00
Telica,12.606,-86.84,"12",1965/01/16 00:00:00,1965/01/28 00:00:00
Poas,10.2,-84.233,"81",1964/12/25 00:00:00,1965/03/16 00:00:00
Bezymianny,55.972,160.595,"1",1964/12/25 00:00:00,1964/12/26 00:00:00
Fournaise,-21.244,55.708,"56",1964/12/21 00:00:00,1965/02/15 00:00:00
Dieng Volcanic Complex,-7.2,109.879,"0",1964/12/13 00:00:00,1964/12/13 00:00:00
Langila,-5.525,148.42,"658",1964/12/04 00:00:00,1966/09/23 00:00:00
Raoul Island,-29.27,-177.92,"157",1964/11/19 00:00:00,1965/04/25 00:00:00
Sheveluch,56.653,161.36,"0",1964/11/12 00:00:00,1964/11/12 00:00:00
San Miguel,13.434,-88.269,"24",1964/10/23 00:00:00,1964/11/16 00:00:00
Asosan,32.884,131.104,"791",1964/10/16 00:00:00,1966/12/16 00:00:00
Tupungatito,-33.425,-69.797,"47",1964/08/03 00:00:00,1964/09/19 00:00:00
Kerinci,-1.697,101.264,"0",1964/07/08 00:00:00,1964/07/08 00:00:00
Southern EPR at 8°S,-8.27,-107.95,"1826",1964/07/02 00:00:00,1969/07/02 00:00:00
Llaima,-38.692,-71.729,,1964/07/02 00:00:00,
Negro,12.506,-86.702,,1964/07/02 00:00:00,
Bezymianny,55.972,160.595,"87",1964/06/25 00:00:00,1964/09/20 00:00:00
Akan,43.384,144.013,"16",1964/06/18 00:00:00,1964/07/04 00:00:00
Trident,58.236,-155.1,,1964/05/31 00:00:00,
Asosan,32.884,131.104,"0",1964/05/14 00:00:00,1964/05/14 00:00:00
Fournaise,-21.244,55.708,"8",1964/04/30 00:00:00,1964/05/08 00:00:00
Bagana,-6.137,155.196,"434",1964/04/24 00:00:00,1965/07/02 00:00:00
Esmeralda Bank,15,145.25,,1964/04/14 00:00:00,
Kiska,52.103,177.602,,1964/03/18 00:00:00,
Tolbachik,55.832,160.326,"39",1964/03/16 00:00:00,1964/04/24 00:00:00
Nila,-6.73,129.5,"0",1964/03/16 00:00:00,1964/03/16 00:00:00
Westdahl,54.516,-164.65,"37",1964/03/10 00:00:00,1964/04/16 00:00:00
Villarrica,-39.42,-71.93,"50",1964/03/02 00:00:00,1964/04/21 00:00:00
San Jorge,38.65,-28.08,,1964/02/18 00:00:00,
Ambrym,-16.25,168.12,"943",1964/02/16 00:00:00,1966/09/16 00:00:00
Dempo,-4.016,103.121,"0",1964/02/14 00:00:00,1964/02/14 00:00:00
Sirung,-8.508,124.13,"240",1964/02/08 00:00:00,1964/10/05 00:00:00
Chikurachki,50.324,155.461,"15",1964/02/01 00:00:00,1964/02/16 00:00:00
Sangeang Api,-8.2,119.07,"672",1964/01/29 00:00:00,1965/12/01 00:00:00
Paluweh,-8.32,121.708,"806",1963/12/31 00:00:00,1966/03/16 00:00:00
Shishaldin,54.756,-163.97,,1963/12/28 00:00:00,
Lokon-Empung,1.358,124.792,"121",1963/12/17 00:00:00,1964/04/16 00:00:00
Pico,38.47,-28.4,,1963/12/15 00:00:00,
Kavachi,-8.991,157.979,"48",1963/12/14 00:00:00,1964/01/31 00:00:00
Manam,-4.08,145.037,"142",1963/11/26 00:00:00,1964/04/16 00:00:00
Nasudake,37.125,139.963,"1",1963/11/20 00:00:00,1963/11/21 00:00:00
Erebus,-77.53,167.17,,1963/11/16 00:00:00,
Klyuchevskoy,56.056,160.642,"399",1963/11/13 00:00:00,1964/12/16 00:00:00
Asosan,32.884,131.104,"67",1963/11/10 00:00:00,1964/01/16 00:00:00
Vestmannaeyjar,63.416,-20.266,"1305",1963/11/08 00:00:00,1967/06/05 00:00:00
Fournaise,-21.244,55.708,"14",1963/11/07 00:00:00,1963/11/21 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,,1963/10/27 00:00:00,
Trident,58.236,-155.1,"31",1963/10/17 00:00:00,1963/11/17 00:00:00
Augustine,59.363,-153.43,"313",1963/10/11 00:00:00,1964/08/19 00:00:00
Kilauea,19.421,-155.287,"1",1963/10/05 00:00:00,1963/10/06 00:00:00
Fuego,14.473,-90.88,"2",1963/09/28 00:00:00,1963/09/30 00:00:00
Gaua,-14.27,167.5,"55",1963/09/15 00:00:00,1963/11/09 00:00:00
Matthew Island,-22.33,171.32,"295",1963/09/11 00:00:00,1964/07/02 00:00:00
Ambrym,-16.25,168.12,"24",1963/08/30 00:00:00,1963/09/23 00:00:00
Kilauea,19.421,-155.287,"2",1963/08/21 00:00:00,1963/08/23 00:00:00
Kerinci,-1.697,101.264,,1963/07/16 00:00:00,
Nasudake,37.125,139.963,"1",1963/07/10 00:00:00,1963/07/11 00:00:00
Niigata-Yakeyama,36.921,138.036,"82",1963/07/10 00:00:00,1963/09/30 00:00:00
Talang,-0.979,100.681,,1963/07/02 00:00:00,
Colima,19.514,-103.62,"2557",1963/07/02 00:00:00,1970/07/02 00:00:00
Poas,10.2,-84.233,"40",1963/05/23 00:00:00,1963/07/02 00:00:00
Bezymianny,55.972,160.595,"123",1963/05/16 00:00:00,1963/09/16 00:00:00
Concepcion,11.538,-85.622,,1963/05/09 00:00:00,
Asosan,32.884,131.104,"86",1963/04/21 00:00:00,1963/07/16 00:00:00
Negra,-0.83,-91.17,"33",1963/04/13 00:00:00,1963/05/16 00:00:00
Trident,58.236,-155.1,"2",1963/04/01 00:00:00,1963/04/03 00:00:00
Ulawun,-5.05,151.33,"46",1963/03/17 00:00:00,1963/05/02 00:00:00
Negro,12.506,-86.702,,1963/03/16 00:00:00,
Irazu,9.979,-83.852,"703",1963/03/13 00:00:00,1965/02/13 00:00:00
Ebeko,50.686,156.014,"482",1963/03/08 00:00:00,1964/07/02 00:00:00
Wolf,0.02,-91.35,"12",1963/03/04 00:00:00,1963/03/16 00:00:00
Villarrica,-39.42,-71.93,"208",1963/02/25 00:00:00,1963/09/21 00:00:00
Agung,-8.343,115.508,"343",1963/02/18 00:00:00,1964/01/27 00:00:00
Manam,-4.08,145.037,"82",1963/02/15 00:00:00,1963/05/08 00:00:00
Niigata-Yakeyama,36.921,138.036,,1963/02/14 00:00:00,
Amukta,52.5,-171.252,,1963/02/13 00:00:00,
Rumble III,-35.745,178.478,"1430",1963/01/16 00:00:00,1966/12/16 00:00:00
Gamalama,0.8,127.33,"2",1962/12/31 00:00:00,1963/01/02 00:00:00
Whakaari/White Island,-37.52,177.18,,1962/12/15 00:00:00,
Kilauea,19.421,-155.287,"2",1962/12/07 00:00:00,1962/12/09 00:00:00
Akutan,54.134,-165.986,,1962/11/05 00:00:00,
Bezymianny,55.972,160.595,"16",1962/10/21 00:00:00,1962/11/06 00:00:00
Miyakejima,34.094,139.526,"3",1962/08/24 00:00:00,1962/08/27 00:00:00
Tolbachik,55.832,160.326,"320",1962/08/16 00:00:00,1963/07/02 00:00:00
Irazu,9.979,-83.852,,1962/08/09 00:00:00,
Fuego,14.473,-90.88,"97",1962/08/04 00:00:00,1962/11/09 00:00:00
Lopevi,-16.507,168.346,"0",1962/07/16 00:00:00,1962/07/16 00:00:00
Gaua,-14.27,167.5,,1962/07/16 00:00:00,
Karkar,-4.649,145.964,,1962/07/02 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"92",1962/07/01 00:00:00,1962/10/01 00:00:00
Tokachidake,43.418,142.686,"79",1962/06/29 00:00:00,1962/09/16 00:00:00
Yakedake,36.227,137.587,"377",1962/06/17 00:00:00,1963/06/29 00:00:00
Concepcion,11.538,-85.622,"0",1962/06/16 00:00:00,1962/06/16 00:00:00
Trident,58.236,-155.1,"0",1962/06/09 00:00:00,1962/06/09 00:00:00
Tongariro,-39.157,175.632,,1962/05/24 00:00:00,
Akan,43.384,144.013,"0",1962/04/28 00:00:00,1962/04/28 00:00:00
